!!SBtab	SBtabVersion='0.9.1' TableID='Reaction' TableType='Reaction' TableName='transformed standard Gibbs free energies of reaction, dG0_prime' QuantityType='standard Gibbs free energy of reaction' Unit='kJ/mol' pH='7.0' Temperature='298.15' TemperatureUnit='kelvin' 'IonicStrength='0.1' IoniStrengthUnit='mM' UniqueKeys='False'			
!Identifiers:kegg.reaction	!Mean	   !Std	!Comment
R03758	19.9	7.7	
R03759	20.3	5.7	
R03760			uncertainty is too high
R03761	-3.6	26.6	
R03762			uncertainty is too high
R03763			uncertainty is too high
R03764			uncertainty is too high
R03765			uncertainty is too high
R03766	-12.3	5.5	
R03767			uncertainty is too high
R03768			uncertainty is too high
R03769			uncertainty is too high
R03770			uncertainty is too high
R03771			uncertainty is too high
R03772	-21.1	5.6	
R03774	-42.0	4.9	
R03775			uncertainty is too high
R03776	64.2	33.9	
R03777	46.2	34.4	
R03778	32.6	33.9	
R03779	-2.3	33.4	
R03780			uncertainty is too high
R03781	-58.5	13.2	
R03782	-76.5	24.7	
R03783			uncertainty is too high
R03784			uncertainty is too high
R03785	-2.1	4.1	
R03787			uncertainty is too high
R03788			uncertainty is too high
R03789			uncertainty is too high
R03790	20.6	10.0	
R03791	0.0	9.7	
R03792	20.6	10.0	
R03793			uncertainty is too high
R03794			uncertainty is too high
R03796			uncertainty is too high
R03797			uncertainty is too high
R03798			uncertainty is too high
R03799			uncertainty is too high
R03800	-22.1	36.4	
R03801	-14.2	13.4	
R03802	-13.4	23.6	
R03803			uncertainty is too high
R03804	-13.6	6.0	
R03805			uncertainty is too high
R03806			uncertainty is too high
R03807			uncertainty is too high
R03809			uncertainty is too high
R03810	9.5	15.9	
R03812			uncertainty is too high
R03813			uncertainty is too high
R03814			uncertainty is too high
R03815			uncertainty is too high
R03816			uncertainty is too high
R03817			uncertainty is too high
R03818			uncertainty is too high
R03819	-0.4	5.1	
R03820	-13.4	51.4	
R03821	93.2	77.4	
R03822	-24.5	34.3	
R03823	415.4	82.7	
R03824	-207.7	83.5	
R03826	-17.0	20.5	
R03827	7.3	26.7	
R03828			uncertainty is too high
R03829	-7.6	24.7	
R03830			uncertainty is too high
R03831			uncertainty is too high
R03832			uncertainty is too high
R03833			uncertainty is too high
R03834	472.7	88.7	
R03835			uncertainty is too high
R03836			uncertainty is too high
R03838			uncertainty is too high
R03840			uncertainty is too high
R03842			uncertainty is too high
R03845			uncertainty is too high
R03848			uncertainty is too high
R03849			uncertainty is too high
R03850			uncertainty is too high
R03851			uncertainty is too high
R03854			uncertainty is too high
R03856	64.2	36.8	
R03857	46.2	37.3	
R03858	32.6	37.0	
R03859	31.2	15.6	
R03860			uncertainty is too high
R03861			uncertainty is too high
R03862			uncertainty is too high
R03863	20.6	28.4	
R03864	21.6	28.4	
R03866	-396.2	27.8	
R03867			uncertainty is too high
R03868	-0.0	10.8	
R03869	-38.3	4.8	
R03870			uncertainty is too high
R03871	171.8	9.5	
R03872	260.1	4.6	
R03873	320.3	22.9	
R03874			uncertainty is too high
R03875			uncertainty is too high
R03876			uncertainty is too high
R03877			uncertainty is too high
R03878			uncertainty is too high
R03879	7.3	20.6	
R03880			uncertainty is too high
R03881	0.0	20.3	
R03882			uncertainty is too high
R03883			uncertainty is too high
R03884	-8.7	6.0	
R03885			uncertainty is too high
R03886	23.1	11.4	
R03887	-29.7	8.6	
R03889	-36.5	11.0	
R03891	-311.8	14.3	
R03892	-0.0	8.1	
R03893	30.7	12.4	
R03894	-12.6	8.4	
R03896	9.2	4.8	
R03897	9.5	5.6	
R03898	9.5	5.6	
R03899	-91.4	30.5	
R03900			uncertainty is too high
R03901			uncertainty is too high
R03903	-21.9	10.8	
R03904			uncertainty is too high
R03905			uncertainty is too high
R03906			uncertainty is too high
R03907			uncertainty is too high
R03908	3.8	5.8	
R03909			uncertainty is too high
R03910	-13.0	10.3	
R03911	-22.8	20.5	
R03912			uncertainty is too high
R03913			uncertainty is too high
R03914			uncertainty is too high
R03915			uncertainty is too high
R03916			uncertainty is too high
R03918	24.0	29.9	
R03919			uncertainty is too high
R03920	-14.7	1.2	
R03921	-20.8	3.7	
R03922			uncertainty is too high
R03923			uncertainty is too high
R03924			uncertainty is too high
R03925	0.0	24.3	
R03927			uncertainty is too high
R03928	170.3	3.5	
R03929	-33.6	17.2	
R03930	64.3	23.9	
R03932	-3.0	7.3	
R03933			uncertainty is too high
R03934			uncertainty is too high
R03935	-3.7	23.8	
R03936	-54.0	20.6	
R03937	-0.6	31.1	
R03938			uncertainty is too high
R03939			uncertainty is too high
R03940			uncertainty is too high
R03942	-11.6	5.9	
R03943			uncertainty is too high
R03944			uncertainty is too high
R03945	23.1	25.6	
R03946			uncertainty is too high
R03947			uncertainty is too high
R03948			uncertainty is too high
R03950			uncertainty is too high
R03951			uncertainty is too high
R03952	-7.5	50.9	
R03953	-263.3	52.0	
R03954	116.7	19.3	
R03955			uncertainty is too high
R03956	20.7	20.7	
R03959	9.3	2.6	
R03960	30.5	6.4	
R03962			uncertainty is too high
R03963			uncertainty is too high
R03964	-442.4	19.8	
R03965	-2.8	44.4	
R03966	0.0	8.1	
R03968	3.1	8.2	
R03969	-11.8	12.6	
R03970			uncertainty is too high
R03971			uncertainty is too high
R03973			uncertainty is too high
R03974			uncertainty is too high
R03975			uncertainty is too high
R03977			uncertainty is too high
R03978			uncertainty is too high
R03979			uncertainty is too high
R03980			uncertainty is too high
R03981			uncertainty is too high
R03982			uncertainty is too high
R03983			uncertainty is too high
R03984			uncertainty is too high
R03986			uncertainty is too high
R03987			uncertainty is too high
R03989	64.2	38.6	
R03990	46.2	39.0	
R03991	32.6	38.8	
R03992			uncertainty is too high
R03993			uncertainty is too high
R03994	24.0	51.6	
R03995	125.9	8.3	
R03996	247.2	3.0	
R03997	-443.1	14.3	
R03998	-522.2	35.4	
R03999	-524.2	35.4	
R04000	-8.6	4.7	
R04001	-3.3	8.2	
R04002	19.8	5.7	
R04003			uncertainty is too high
R04005	-60.6	13.7	
R04006	35.7	13.5	
R04007			uncertainty is too high
R04009			uncertainty is too high
R04010			uncertainty is too high
R04011			uncertainty is too high
R04012			uncertainty is too high
R04013			uncertainty is too high
R04014			uncertainty is too high
R04015			uncertainty is too high
R04016			uncertainty is too high
R04017			uncertainty is too high
R04018			uncertainty is too high
R04019			uncertainty is too high
R04020			uncertainty is too high
R04021			uncertainty is too high
R04022			uncertainty is too high
R04023			uncertainty is too high
R04024			uncertainty is too high
R04025	-94.2	12.3	
R04026			uncertainty is too high
R04027	-87.4	18.2	
R04028	-6.6	9.2	
R04029	-6.6	9.2	
R04030	-13.1	12.4	
R04031	9.5	16.1	
R04032			uncertainty is too high
R04033			uncertainty is too high
R04034			uncertainty is too high
R04035			uncertainty is too high
R04036			uncertainty is too high
R04037			uncertainty is too high
R04038	-52.1	9.6	
R04039			uncertainty is too high
R04040			uncertainty is too high
R04041			uncertainty is too high
R04042	863.3	16.9	
R04043			uncertainty is too high
R04044			uncertainty is too high
R04046			uncertainty is too high
R04047			uncertainty is too high
R04048			uncertainty is too high
R04049	28.7	5.8	
R04050	-17.8	7.9	
R04051	6.2	15.1	
R04053	-12.5	16.3	
R04055			uncertainty is too high
R04056	-4.7	32.4	
R04057	-5.0	5.0	
R04058			uncertainty is too high
R04059			uncertainty is too high
R04060	-378.8	108.0	
R04061	-311.8	14.3	
R04062			uncertainty is too high
R04063			uncertainty is too high
R04065	-36.7	15.7	
R04066	-399.9	17.6	
R04068	-52.5	15.9	
R04070			uncertainty is too high
R04071			uncertainty is too high
R04072			uncertainty is too high
R04073			uncertainty is too high
R04074			uncertainty is too high
R04076			uncertainty is too high
R04077			uncertainty is too high
R04078			uncertainty is too high
R04080			uncertainty is too high
R04081			uncertainty is too high
R04082			uncertainty is too high
R04083	1005.6	16.9	
R04084	-52.7	42.5	
R04085	-113.9	16.9	
R04088	-25.3	19.0	
R04089	-254.6	11.8	
R04090			uncertainty is too high
R04091	-18.3	15.5	
R04092			uncertainty is too high
R04093			uncertainty is too high
R04094			uncertainty is too high
R04095	42.3	33.4	
R04096			uncertainty is too high
R04097			uncertainty is too high
R04098			uncertainty is too high
R04099			uncertainty is too high
R04100	-0.0	37.7	
R04101			uncertainty is too high
R04102			uncertainty is too high
R04103	1.8	1.0	
R04104			uncertainty is too high
R04105	21.6	9.5	
R04106	21.6	9.5	
R04108	-60.4	59.8	
R04109			uncertainty is too high
R04111			uncertainty is too high
R04112	0.2	13.3	
R04113			uncertainty is too high
R04115	-68.5	32.7	
R04117	-371.4	27.3	
R04118			uncertainty is too high
R04119			uncertainty is too high
R04120			uncertainty is too high
R04121			uncertainty is too high
R04122			uncertainty is too high
R04123			uncertainty is too high
R04124			uncertainty is too high
R04125			uncertainty is too high
R04126			uncertainty is too high
R04127	-14.2	28.2	
R04130	-442.4	17.8	
R04131	-0.6	7.3	
R04132	-0.6	7.3	
R04133	-17.5	11.1	
R04134	-0.0	8.5	
R04135	-19.9	8.0	
R04136	10.3	5.8	
R04137	3.1	32.8	
R04138	-9.1	33.9	
R04139			uncertainty is too high
R04140			uncertainty is too high
R04141			uncertainty is too high
R04142	49.8	9.9	
R04143	-3.1	16.7	
R04144	-23.4	9.4	
R04145			uncertainty is too high
R04146			uncertainty is too high
R04147			uncertainty is too high
R04148	-21.8	17.7	
R04149			uncertainty is too high
R04150	-102.7	34.4	
R04151	-68.5	51.9	
R04152	2.8	5.8	
R04153			uncertainty is too high
R04154	-15.8	5.8	
R04155			uncertainty is too high
R04156			uncertainty is too high
R04157	-13.1	4.7	
R04158	-27.2	38.5	
R04159			uncertainty is too high
R04160			uncertainty is too high
R04161	0.0	10.2	
R04162			uncertainty is too high
R04163			uncertainty is too high
R04165			uncertainty is too high
R04166			uncertainty is too high
R04167	-11.7	5.6	
R04169			uncertainty is too high
R04170	0.6	36.4	
R04171	-7.4	18.2	
R04172	-21.1	19.2	
R04173	11.5	0.7	
R04174	-7.9	7.1	
R04175	-9.8	18.8	
R04176	1411.4	8.4	
R04177			uncertainty is too high
R04178			uncertainty is too high
R04179			uncertainty is too high
R04180			uncertainty is too high
R04182			uncertainty is too high
R04183			uncertainty is too high
R04184			uncertainty is too high
R04185	20.7	15.9	
R04186	21.7	16.0	
R04187	-0.1	4.2	
R04188	-0.1	4.1	
R04189	-87.9	15.4	
R04190			uncertainty is too high
R04191			uncertainty is too high
R04192			uncertainty is too high
R04194	247.4	2.7	
R04198	20.4	15.0	
R04199	21.4	15.0	
R04200	31.3	5.8	
R04201	32.3	5.8	
R04202	-17.2	24.1	
R04203	20.7	31.9	
R04204	-3.3	32.7	
R04205			uncertainty is too high
R04206	-4.0	4.8	
R04208			uncertainty is too high
R04209	2.8	8.5	
R04210	20.7	4.7	
R04211	-24.9	10.4	
R04212			uncertainty is too high
R04213			uncertainty is too high
R04214			uncertainty is too high
R04215			uncertainty is too high
R04216			uncertainty is too high
R04217	-1.3	10.0	
R04218	50.0	77.6	
R04221	-134.9	18.4	
R04222	-14.4	54.7	
R04223	-16.6	8.3	
R04224	4.0	31.5	
R04225			uncertainty is too high
R04227			uncertainty is too high
R04228			uncertainty is too high
R04229			uncertainty is too high
R04230	-46.1	20.3	
R04231	-44.9	20.4	
R04234	-5.5	3.9	
R04235	0.1	16.6	
R04236	20.8	4.7	
R04237			uncertainty is too high
R04238			uncertainty is too high
R04239			uncertainty is too high
R04247			uncertainty is too high
R04248	-324.7	16.2	
R04249	-158.3	3.6	
R04250	118.6	7.6	
R04251	-261.3	3.7	
R04252			uncertainty is too high
R04256	-396.2	32.9	
R04257	-204.2	30.7	
R04258			uncertainty is too high
R04259			uncertainty is too high
R04260	-48.0	9.2	
R04263			uncertainty is too high
R04264			uncertainty is too high
R04265	7.0	4.2	
R04266	-0.7	5.8	
R04267			uncertainty is too high
R04268			uncertainty is too high
R04269	-6.6	6.1	
R04270	-11.8	11.2	
R04271			uncertainty is too high
R04272			uncertainty is too high
R04273			uncertainty is too high
R04274			uncertainty is too high
R04275			uncertainty is too high
R04276			uncertainty is too high
R04277			uncertainty is too high
R04278			uncertainty is too high
R04279			uncertainty is too high
R04280			uncertainty is too high
R04281			uncertainty is too high
R04282	-22.4	15.0	
R04283	-369.0	10.9	
R04285			uncertainty is too high
R04286			uncertainty is too high
R04289			uncertainty is too high
R04291			uncertainty is too high
R04292	223.2	9.5	
R04293	167.2	10.9	
R04294			uncertainty is too high
R04296			uncertainty is too high
R04297	0.0	24.7	
R04299			uncertainty is too high
R04300	-94.4	18.7	
R04301			uncertainty is too high
R04303			uncertainty is too high
R04304	23.1	10.7	
R04305	-52.7	35.8	
R04306			uncertainty is too high
R04307	6.4	30.0	
R04309			uncertainty is too high
R04310			uncertainty is too high
R04311			uncertainty is too high
R04312			uncertainty is too high
R04313			uncertainty is too high
R04314			uncertainty is too high
R04315			uncertainty is too high
R04316			uncertainty is too high
R04317	-14.1	14.0	
R04318			uncertainty is too high
R04319			uncertainty is too high
R04320	-571.5	3.5	
R04321			uncertainty is too high
R04322			uncertainty is too high
R04323	-16.0	14.2	
R04325	4.9	14.0	
R04326	-0.1	13.9	
R04327			uncertainty is too high
R04328			uncertainty is too high
R04330			uncertainty is too high
R04331			uncertainty is too high
R04332			uncertainty is too high
R04333	-1.7	18.6	
R04334	-14.4	39.2	
R04335	-13.8	38.9	
R04336	-44.0	9.8	
R04338	-7.4	21.9	
R04339			uncertainty is too high
R04340			uncertainty is too high
R04341			uncertainty is too high
R04342	-443.3	39.2	
R04343	547.1	4.5	
R04344			uncertainty is too high
R04345			uncertainty is too high
R04346	-17.9	16.2	
R04347			uncertainty is too high
R04348			uncertainty is too high
R04349			uncertainty is too high
R04350	-5.0	14.3	
R04352			uncertainty is too high
R04353			uncertainty is too high
R04354			uncertainty is too high
R04355			uncertainty is too high
R04356			uncertainty is too high
R04357			uncertainty is too high
R04358			uncertainty is too high
R04359			uncertainty is too high
R04360			uncertainty is too high
R04361			uncertainty is too high
R04362			uncertainty is too high
R04363			uncertainty is too high
R04364	21.2	10.4	
R04365	20.5	12.4	
R04366			uncertainty is too high
R04367			uncertainty is too high
R04368			uncertainty is too high
R04369	-25.0	11.2	
R04370	21.6	13.7	
R04371	-1.7	5.8	
R04372	-17.0	31.2	
R04373			uncertainty is too high
R04374	-22.1	24.5	
R04375	20.5	4.6	
R04376	-255.8	12.5	
R04377			uncertainty is too high
R04378	30.6	7.1	
R04379	-0.0	10.6	
R04380	-17.5	11.1	
R04382	8.5	10.9	
R04383	-2.5	5.9	
R04384			uncertainty is too high
R04385			uncertainty is too high
R04386			uncertainty is too high
R04387	15.5	17.9	
R04388			uncertainty is too high
R04389			uncertainty is too high
R04390			uncertainty is too high
R04391	-14.8	22.8	
R04392			uncertainty is too high
R04393			uncertainty is too high
R04394			uncertainty is too high
R04397	-48.4	9.0	
R04398			uncertainty is too high
R04399	3.1	9.6	
R04400	473.0	86.9	
R04401			uncertainty is too high
R04403			uncertainty is too high
R04404			uncertainty is too high
R04405			uncertainty is too high
R04409	-19.8	16.0	
R04410	-9.2	15.3	
R04411			uncertainty is too high
R04412	20.6	30.1	
R04413			uncertainty is too high
R04416			uncertainty is too high
R04418	-35.4	10.8	
R04419	-34.5	10.8	
R04420	-7.3	4.8	
R04421			uncertainty is too high
R04423			uncertainty is too high
R04424	-0.9	9.5	
R04425	-0.9	9.5	
R04426	20.6	8.1	
R04427			uncertainty is too high
R04428	-154.8	6.0	
R04429			uncertainty is too high
R04430			uncertainty is too high
R04431			uncertainty is too high
R04432			uncertainty is too high
R04433			uncertainty is too high
R04435	60.8	10.8	
R04436			uncertainty is too high
R04437			uncertainty is too high
R04438	-13.7	22.6	
R04439	21.6	6.5	
R04440	21.6	6.5	
R04441	-35.6	6.0	
R04443	4.9	12.4	
R04444	-32.0	12.5	
R04445	-31.0	12.5	
R04446	51.3	7.4	
R04447	-45.5	8.8	
R04448			uncertainty is too high
R04449			uncertainty is too high
R04450			uncertainty is too high
R04451			uncertainty is too high
R04452			uncertainty is too high
R04453	-38.4	11.1	
R04455			uncertainty is too high
R04456	15.7	8.7	
R04457	-81.0	27.1	
R04458	-257.6	54.1	
R04459			uncertainty is too high
R04460			uncertainty is too high
R04461	-261.2	58.7	
R04462			uncertainty is too high
R04463			uncertainty is too high
R04464	22.0	13.0	
R04466			uncertainty is too high
R04467	-8.5	9.6	
R04469			uncertainty is too high
R04470			uncertainty is too high
R04471			uncertainty is too high
R04472			uncertainty is too high
R04473			uncertainty is too high
R04474			uncertainty is too high
R04475	0.8	5.8	
R04476			uncertainty is too high
R04477			uncertainty is too high
R04478	3.1	9.6	
R04479	330.1	17.0	
R04480			uncertainty is too high
R04481			uncertainty is too high
R04482	-0.0	11.0	
R04483			uncertainty is too high
R04484			uncertainty is too high
R04486			uncertainty is too high
R04487			uncertainty is too high
R04488	-40.0	10.7	
R04489	131.0	18.5	
R04490			uncertainty is too high
R04491			uncertainty is too high
R04493			uncertainty is too high
R04494			uncertainty is too high
R04495			uncertainty is too high
R04496			uncertainty is too high
R04498			uncertainty is too high
R04500			uncertainty is too high
R04501			uncertainty is too high
R04502			uncertainty is too high
R04503			uncertainty is too high
R04504			uncertainty is too high
R04505			uncertainty is too high
R04506			uncertainty is too high
R04507			uncertainty is too high
R04509	-4.0	16.1	
R04510	-64.0	14.1	
R04511			uncertainty is too high
R04512			uncertainty is too high
R04513			uncertainty is too high
R04514			uncertainty is too high
R04515	-70.1	7.7	
R04517	20.6	29.3	
R04518	21.6	29.3	
R04519	298.8	118.3	
R04520	-22.2	78.0	
R04522			uncertainty is too high
R04523			uncertainty is too high
R04524			uncertainty is too high
R04525			uncertainty is too high
R04526			uncertainty is too high
R04527			uncertainty is too high
R04529	-26.1	24.3	
R04531	-14.4	15.1	
R04532			uncertainty is too high
R04533			uncertainty is too high
R04534			uncertainty is too high
R04535			uncertainty is too high
R04536			uncertainty is too high
R04537			uncertainty is too high
R04538			uncertainty is too high
R04540			uncertainty is too high
R04541			uncertainty is too high
R04542			uncertainty is too high
R04543			uncertainty is too high
R04544			uncertainty is too high
R04545			uncertainty is too high
R04546			uncertainty is too high
R04547			uncertainty is too high
R04548			uncertainty is too high
R04549	-25.9	44.0	
R04550			uncertainty is too high
R04552	2.8	3.4	
R04553			uncertainty is too high
R04555			uncertainty is too high
R04556	63.2	37.6	
R04557	64.2	37.6	
R04558			uncertainty is too high
